Sublist	Category	Term	RT	Genes	Count	%	P-Value	Benjamini	Fisher Exact	-log
	INTERPRO	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	RT		5	0.4	9.00E-03	1.70E-01	1.10E-03	2.958607315
	INTERPRO	"Nucleic acid binding, OB-fold, tRNA/helicase-type"	RT		4	0.3	1.30E-02	2.20E-01	1.20E-03	2.920818754
	INTERPRO	"FAD/NAD-linked reductase, dimerisation"	RT		4	0.3	1.30E-02	2.20E-01	1.20E-03	2.920818754
	INTERPRO	"Ataxin-2, C-terminal"	RT		4	0.3	1.30E-02	2.20E-01	1.20E-03	2.920818754
	INTERPRO	"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"	RT		3	0.2	2.50E-02	3.60E-01	1.20E-03	2.920818754
	INTERPRO	Protein disulphide isomerase	RT		3	0.2	2.50E-02	3.60E-01	1.20E-03	2.920818754
	INTERPRO	Ribosomal protein L23/L15e core domain	RT		3	0.2	2.50E-02	3.60E-01	1.20E-03	2.920818754
	INTERPRO	Nuclear factor hnRNPA1	RT		3	0.2	2.50E-02	3.60E-01	1.20E-03	2.920818754
	INTERPRO	"Translation elongation factor EFG/EF2, domain IV"	RT		3	0.2	2.50E-02	3.60E-01	1.20E-03	2.920818754
	INTERPRO	RNA-binding S4 domain	RT		3	0.2	2.50E-02	3.60E-01	1.20E-03	2.920818754
	INTERPRO	"D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding"	RT		3	0.2	2.50E-02	3.60E-01	1.20E-03	2.920818754
	INTERPRO	"Ezrin/radixin/moesin, C-terminal"	RT		3	0.2	2.50E-02	3.60E-01	1.20E-03	2.920818754
	INTERPRO	Ezrin/radixin/moesin	RT		3	0.2	2.50E-02	3.60E-01	1.20E-03	2.920818754
	INTERPRO	NOPS	RT		3	0.2	2.50E-02	3.60E-01	1.20E-03	2.920818754
	INTERPRO	EF-hand domain	RT		29	2.2	2.90E-03	6.80E-02	1.50E-03	2.823908741
	INTERPRO	Actin/actin-like conserved site	RT		6	0.5	9.10E-03	1.70E-01	1.60E-03	2.795880017
	INTERPRO	Histone H1/H5	RT		5	0.4	1.20E-02	2.20E-01	1.70E-03	2.769551079
	INTERPRO	Ubiquitin-conjugating enzyme/RWD-like	RT		11	0.8	5.70E-03	1.20E-01	1.80E-03	2.744727495
	INTERPRO	L-lactate/malate dehydrogenase	RT		4	0.3	1.90E-02	3.10E-01	2.00E-03	2.698970004
	INTERPRO	Protein arginine N-methyltransferase	RT		4	0.3	1.90E-02	3.10E-01	2.00E-03	2.698970004
	INTERPRO	"Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain"	RT		4	0.3	1.90E-02	3.10E-01	2.00E-03	2.698970004
	INTERPRO	"Lactate/malate dehydrogenase, N-terminal"	RT		4	0.3	1.90E-02	3.10E-01	2.00E-03	2.698970004
	INTERPRO	"Glutathione S-transferase, C-terminal-like"	RT		8	0.6	9.30E-03	1.70E-01	2.30E-03	2.638272164
	INTERPRO	"Small GTPase superfamily, ARF/SAR type"	RT		8	0.6	9.30E-03	1.70E-01	2.30E-03	2.638272164
	INTERPRO	"Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote"	RT		9	0.7	9.60E-03	1.80E-01	2.70E-03	2.568636236
	INTERPRO	"Pyridoxal phosphate-dependent transferase, major region, subdomain 2"	RT		8	0.6	1.10E-02	2.00E-01	2.80E-03	2.552841969
	INTERPRO	SPOC like C-terminal domain	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	Ribose-phosphate diphosphokinase	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	Nucleoside phosphorylase domain	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	"Pyridine nucleotide-disulphide oxidoreductase, class I, active site"	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	"Histidine triad, conserved site"	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	Isopropylmalate dehydrogenase-like domain	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	"Pyridine nucleotide-disulphide oxidoreductase, dimerisation"	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	"Aminoacyl-tRNA synthetase, class II (D/K/N)"	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	"Heat shock protein Hsp90, conserved site"	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	"Thiolase, active site"	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	"Isocitrate/isopropylmalate dehydrogenase, conserved site"	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	Moesin	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	Prefoldin beta-like	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	Lamin Tail Domain	RT		3	0.2	4.00E-02	5.00E-01	2.80E-03	2.552841969
	INTERPRO	Calponin homology domain	RT		13	1	7.90E-03	1.60E-01	2.90E-03	2.537602002
	INTERPRO	"Lactate/malate dehydrogenase, C-terminal"	RT		4	0.3	2.60E-02	3.60E-01	3.10E-03	2.508638306
	INTERPRO	KOW	RT		4	0.3	2.60E-02	3.60E-01	3.10E-03	2.508638306
	INTERPRO	"MIF4G-like, type 3"	RT		4	0.3	2.60E-02	3.60E-01	3.10E-03	2.508638306
	INTERPRO	"Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal"	RT		4	0.3	2.60E-02	3.60E-01	3.10E-03	2.508638306
	INTERPRO	Thiolase-like	RT		4	0.3	2.60E-02	3.60E-01	3.10E-03	2.508638306
	INTERPRO	"Polyketide synthase, enoylreductase"	RT		5	0.4	2.40E-02	3.60E-01	4.30E-03	2.366531544
	INTERPRO	"Alcohol dehydrogenase, C-terminal"	RT		5	0.4	2.40E-02	3.60E-01	4.30E-03	2.366531544
	INTERPRO	GroES-like	RT		6	0.5	2.00E-02	3.20E-01	4.40E-03	2.356547324
	INTERPRO	Ribosomal protein L7Ae/L30e/S12e/Gadd45	RT		4	0.3	3.40E-02	4.60E-01	4.60E-03	2.337242168
	INTERPRO	EF-hand-like domain	RT		31	2.4	8.70E-03	1.70E-01	4.90E-03	2.30980392
	INTERPRO	Histone-fold	RT		17	1.3	1.30E-02	2.20E-01	6.00E-03	2.22184875
	INTERPRO	"Pyridoxal phosphate-dependent transferase, major region, subdomain 1"	RT		8	0.6	2.10E-02	3.30E-01	6.30E-03	2.200659451
	INTERPRO	Ubiquitin conserved site	RT		4	0.3	4.30E-02	5.30E-01	6.60E-03	2.180456064
	INTERPRO	Band 7 protein	RT		4	0.3	4.30E-02	5.30E-01	6.60E-03	2.180456064
	INTERPRO	UBA-like	RT		10	0.8	2.00E-02	3.30E-01	7.30E-03	2.13667714
	INTERPRO	"HEAT, type 2"	RT		5	0.4	3.50E-02	4.90E-01	7.30E-03	2.13667714
	INTERPRO	Small GTPase superfamily	RT		18	1.4	1.60E-02	2.70E-01	7.80E-03	2.107905397
	INTERPRO	Tetratricopeptide-like helical	RT		25	1.9	1.50E-02	2.50E-01	8.30E-03	2.080921908
	INTERPRO	Pyridoxal phosphate-dependent transferase	RT		8	0.6	2.70E-02	3.70E-01	8.40E-03	2.075720714
	INTERPRO	G-protein beta WD-40 repeat	RT		13	1	2.40E-02	3.60E-01	1.00E-02	2
	KEGG_PATHWAY	Ribosome	RT		77	5.9	2.00E-34	6.30E-32	2.40E-35	34.61978876
	KEGG_PATHWAY	Amyotrophic lateral sclerosis	RT		109	8.4	3.00E-26	4.80E-24	8.10E-27	26.09151498
	KEGG_PATHWAY	Proteasome	RT		34	2.6	3.60E-23	2.90E-21	1.60E-24	23.79588002
	KEGG_PATHWAY	Coronavirus disease - COVID-19	RT		80	6.1	1.50E-23	1.60E-21	3.40E-24	23.46852108
	KEGG_PATHWAY	Parkinson disease	RT		83	6.4	3.10E-21	2.00E-19	7.90E-22	21.10237291
	KEGG_PATHWAY	Spliceosome	RT		57	4.4	1.40E-19	7.40E-18	2.50E-20	19.60205999
	KEGG_PATHWAY	Prion disease	RT		81	6.2	3.10E-19	1.40E-17	8.40E-20	19.07572071
	KEGG_PATHWAY	Carbon metabolism	RT		48	3.7	4.50E-18	1.80E-16	7.30E-19	18.13667714
	KEGG_PATHWAY	Huntington disease	RT		83	6.4	4.10E-17	1.50E-15	1.30E-17	16.88605665
	KEGG_PATHWAY	Pathways of neurodegeneration - multiple diseases	RT		104	8	3.80E-14	1.20E-12	1.60E-14	13.79588002
	KEGG_PATHWAY	Alzheimer disease	RT		86	6.6	2.30E-12	6.60E-11	8.90E-13	12.05060999
	KEGG_PATHWAY	Biosynthesis of amino acids	RT		31	2.4	1.20E-11	2.90E-10	1.90E-12	11.7212464
	KEGG_PATHWAY	Protein processing in endoplasmic reticulum	RT		50	3.8	1.00E-11	2.70E-10	2.80E-12	11.55284197
	KEGG_PATHWAY	Spinocerebellar ataxia	RT		41	3.1	1.80E-09	4.10E-08	5.20E-10	9.283996656
	KEGG_PATHWAY	Citrate cycle (TCA cycle)	RT		16	1.2	4.70E-08	9.40E-07	5.00E-09	8.301029996
	KEGG_PATHWAY	Viral carcinogenesis	RT		49	3.8	2.30E-08	4.80E-07	8.10E-09	8.091514981
	KEGG_PATHWAY	Salmonella infection	RT		55	4.2	5.90E-08	1.10E-06	2.40E-08	7.619788758
	KEGG_PATHWAY	Nucleocytoplasmic transport	RT		30	2.3	8.10E-07	1.40E-05	2.40E-07	6.619788758
	KEGG_PATHWAY	Pathogenic Escherichia coli infection	RT		43	3.3	2.80E-06	4.80E-05	1.20E-06	5.920818754
	KEGG_PATHWAY	Aminoacyl-tRNA biosynthesis	RT		21	1.6	5.70E-06	8.70E-05	1.40E-06	5.853871964
	KEGG_PATHWAY	Cysteine and methionine metabolism	RT		18	1.4	6.80E-06	9.90E-05	1.40E-06	5.853871964
	KEGG_PATHWAY	Bacterial invasion of epithelial cells	RT		23	1.8	5.70E-06	8.70E-05	1.50E-06	5.823908741
	KEGG_PATHWAY	Glycolysis / Gluconeogenesis	RT		21	1.6	7.30E-06	1.00E-04	1.80E-06	5.744727495
	KEGG_PATHWAY	Tight junction	RT		37	2.8	1.50E-05	2.00E-04	6.00E-06	5.22184875
	KEGG_PATHWAY	Pyruvate metabolism	RT		16	1.2	4.20E-05	5.00E-04	9.50E-06	5.022276395
	KEGG_PATHWAY	Nucleotide metabolism	RT		23	1.8	3.20E-05	4.10E-04	9.80E-06	5.008773924
	KEGG_PATHWAY	Glyoxylate and dicarboxylate metabolism	RT		12	0.9	1.10E-04	1.20E-03	1.90E-05	4.721246399
	KEGG_PATHWAY	Pentose phosphate pathway	RT		12	0.9	1.10E-04	1.20E-03	1.90E-05	4.721246399
	KEGG_PATHWAY	Shigellosis	RT		47	3.6	4.10E-05	5.00E-04	2.00E-05	4.698970004
	KEGG_PATHWAY	mRNA surveillance pathway	RT		24	1.8	9.40E-05	1.10E-03	3.20E-05	4.494850022
	KEGG_PATHWAY	Glutathione metabolism	RT		17	1.3	1.30E-04	1.30E-03	3.60E-05	4.443697499
	KEGG_PATHWAY	2-Oxocarboxylic acid metabolism	RT		9	0.7	3.20E-04	2.80E-03	4.40E-05	4.356547324
	KEGG_PATHWAY	Central carbon metabolism in cancer	RT		19	1.5	1.80E-04	1.60E-03	5.50E-05	4.259637311
	KEGG_PATHWAY	Endocytosis	RT		46	3.5	1.30E-04	1.30E-03	6.40E-05	4.193820026
	KEGG_PATHWAY	Diabetic cardiomyopathy	RT		39	3	1.70E-04	1.60E-03	8.00E-05	4.096910013
	KEGG_PATHWAY	Metabolic pathways	RT		199	15.3	1.70E-04	1.60E-03	1.30E-04	3.886056648
	KEGG_PATHWAY	Chemical carcinogenesis - reactive oxygen species	RT		41	3.1	2.90E-04	2.60E-03	1.50E-04	3.823908741
	KEGG_PATHWAY	Antigen processing and presentation	RT		19	1.5	7.50E-04	6.10E-03	2.60E-04	3.585026652
	KEGG_PATHWAY	Epstein-Barr virus infection	RT		37	2.8	6.60E-04	5.50E-03	3.30E-04	3.48148606
	KEGG_PATHWAY	Biosynthesis of cofactors	RT		30	2.3	7.90E-04	6.30E-03	3.60E-04	3.443697499
	KEGG_PATHWAY	Legionellosis	RT		15	1.2	1.50E-03	1.10E-02	4.70E-04	3.327902142
	KEGG_PATHWAY	Pyrimidine metabolism	RT		15	1.2	1.80E-03	1.30E-02	5.80E-04	3.236572006
	KEGG_PATHWAY	Ferroptosis	RT		12	0.9	2.20E-03	1.50E-02	6.10E-04	3.214670165
	KEGG_PATHWAY	DNA replication	RT		11	0.8	2.60E-03	1.80E-02	6.80E-04	3.167491087
	KEGG_PATHWAY	Phagosome	RT		29	2.2	1.50E-03	1.10E-02	7.20E-04	3.142667504
	KEGG_PATHWAY	Regulation of actin cytoskeleton	RT		38	2.9	1.40E-03	1.10E-02	7.50E-04	3.124938737
	KEGG_PATHWAY	Oxidative phosphorylation	RT		26	2	2.20E-03	1.50E-02	1.00E-03	3
	KEGG_PATHWAY	Adherens junction	RT		16	1.2	5.00E-03	3.30E-02	1.90E-03	2.721246399
	KEGG_PATHWAY	RNA degradation	RT		17	1.3	5.80E-03	3.70E-02	2.40E-03	2.619788758
	KEGG_PATHWAY	Purine metabolism	RT		24	1.8	5.30E-03	3.50E-02	2.50E-03	2.602059991
	KEGG_PATHWAY	Viral myocarditis	RT		14	1.1	6.90E-03	4.30E-02	2.50E-03	2.602059991
	KEGG_PATHWAY	Tryptophan metabolism	RT		11	0.8	8.60E-03	5.30E-02	2.70E-03	2.568636236
	KEGG_PATHWAY	Arginine and proline metabolism	RT		12	0.9	1.10E-02	6.70E-02	3.90E-03	2.408935393
	KEGG_PATHWAY	Fatty acid elongation	RT		8	0.6	1.70E-02	9.70E-02	4.50E-03	2.346787486
	KEGG_PATHWAY	Fructose and mannose metabolism	RT		9	0.7	1.60E-02	9.60E-02	4.90E-03	2.30980392
	KEGG_PATHWAY	Protein export	RT		7	0.5	2.50E-02	1.40E-01	6.70E-03	2.173925197
	KEGG_PATHWAY	"Alanine, aspartate and glutamate metabolism"	RT		9	0.7	3.10E-02	1.70E-01	1.10E-02	1.958607315
	KEGG_PATHWAY	One carbon pool by folate	RT		6	0.5	4.70E-02	2.40E-01	1.30E-02	1.886056648
	KEGG_PATHWAY	HIF-1 signaling pathway	RT		19	1.5	2.80E-02	1.60E-01	1.50E-02	1.823908741
	KEGG_PATHWAY	Drug metabolism - other enzymes	RT		15	1.2	3.20E-02	1.70E-01	1.50E-02	1.823908741
	KEGG_PATHWAY	Cell cycle	RT		21	1.6	3.20E-02	1.70E-01	1.70E-02	1.769551079
	KEGG_PATHWAY	Gap junction	RT		16	1.2	3.30E-02	1.80E-01	1.70E-02	1.769551079
	KEGG_PATHWAY	Apoptosis	RT		22	1.7	3.70E-02	1.90E-01	2.10E-02	1.677780705
	KEGG_PATHWAY	Systemic lupus erythematosus	RT		22	1.7	3.70E-02	1.90E-01	2.10E-02	1.677780705
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
