Protein IDs,Protein names,Gene names,Razor + unique peptides,Sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Intensity,Peptide IDs,Evidence IDs,Best MS/MS
O00629,Importin subunit alpha-3 (Importin alpha Q1) (Qip1) (Karyopherin subunit alpha-4),KPNA4 QIP1,5,27.6,57.886,521,0.0,25.239,20550000.0,2732;5401;13140;18285;19906;21345;21699;29413,9651;19135;46236;46237;46238;46239;63965;63966;69311;74260;74261;75517;75518;102221;102222,10050
O00743,"Serine/threonine-protein phosphatase 6 catalytic subunit (PP6C) (EC 3.1.3.16) [Cleaved into: Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed]",PPP6C PPP6,4,17.4,35.144,305,0.0,9.9198,6128100.0,1988;9703;9735;31010,7018;33803;33895;107808;107809,7316
O00748,Cocaine esterase (EC 3.1.1.84) (Carboxylesterase 2) (CE-2) (hCE-2) (EC 3.1.1.1) (Methylumbelliferyl-acetate deacetylase 2) (EC 3.1.1.56),CES2 ICE,11,26.7,61.806,559,0.0,45.171,141480000.0,469;2063;5646;7187;8426;9448;12477;14173;24396;27256;30348,1617;1618;1619;7260;7261;7262;7263;7264;20076;20077;20078;20079;20080;25361;29430;29431;29432;29433;29434;32897;32898;32899;43763;43764;43765;43766;43767;50190;50191;84155;84156;84157;84158;93790;105371;105372,1677
O00754,Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide],MAN2B1 LAMAN MANB,2,1.6,113.74,1011,0.0031117,2.7436,4431100.0,19631;30120,68309;68310;104683,71645
O00762,Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (UbcH10) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C),UBE2C UBCH10,3,20.1,19.652,179,0.0,8.4287,18768000.0,15266;19138;31018,54021;54022;54023;54024;66616;66617;107842,56472
O00764,Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase),PDXK C21orf124 C21orf97 PKH PNK PRED79,4,24.7,35.102,312,0.0,30.654,29653000.0,11452;13458;19747;29945,40030;40031;40032;40033;40034;40035;47510;68817;104117;104118,41594
O00767,Stearoyl-CoA desaturase (hSCD1) (EC 1.14.19.1) (Acyl-CoA desaturase) (Delta(9)-desaturase) (Delta-9 desaturase) (Fatty acid desaturase),SCD FADS5 SCD1 SCDOS,6,18.7,41.522,359,0.0,56.889,131340000.0,4019;6728;9351;11613;21785;26202,14062;23833;32572;32573;32574;32575;32576;32577;32578;32579;32580;40625;40626;40627;40628;40629;40630;40631;40632;40633;40634;75847;75848;75849;90310,14611
O14497,"AT-rich interactive domain-containing protein 1A (ARID domain-containing protein 1A) (B120) (BRG1-associated factor 250) (BAF250) (BRG1-associated factor 250a) (BAF250A) (Osa homolog 1) (hOSA1) (SWI-like protein) (SWI/SNF complex protein p270) (SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin subfamily F member 1) (hELD)",ARID1A BAF250 BAF250A C1orf4 OSA1 SMARCF1,7,5.1,242.04,2285,0.0,31.645,17660000.0,261;4073;6538;13328;19124;24785;27925,14256;14257;23184;23185;46960;46961;66571;85383;96518,14821
O14530,Thioredoxin domain-containing protein 9 (ATP-binding protein associated with cell differentiation) (Protein 1-4),TXNDC9 APACD,2,8.0,26.534,226,0.0,4.4623,3894300.0,12316;28823,43269;100063;100064;100065,45026
O14548,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial (COX7a-related protein) (Cytochrome c oxidase subunit VIIa-related protein) (EB1)",COX7A2L COX7AR COX7RP,3,48.2,12.615,114,0.0,17.855,31472000.0,462;16469;19438,1579;1580;1581;57825;57826;57827;57828;67625;67626;67627;67628;67629,1637
O14561,"Acyl carrier protein, mitochondrial (ACP) (CI-SDAP) (NADH-ubiquinone oxidoreductase 9.6 kDa subunit)",NDUFAB1,3,21.2,17.417,156,0.0,9.063,58661000.0,18355;19245;19788,64145;64146;64147;64148;64149;66966;66967;68934;68935;68936,67292
O14562,Ubiquitin domain-containing protein UBFD1 (Ubiquitin-binding protein homolog),UBFD1 UBPH,10,44.3,33.382,309,0.0,69.556,582860000.0,665;3096;9217;10815;11557;13457;13969;17077;18697;26021,2335;2336;10807;10808;10809;10810;10811;10812;10813;32126;32127;32128;32129;32130;37813;37814;37815;37816;37817;37818;40386;40387;40388;47505;47506;47507;47508;47509;49529;49530;49531;49532;49533;49534;49535;49536;49537;49538;49539;49540;59813;59814;59815;59816;59817;59818;59819;65276;65277;89593;89594;89595,2425
O14579,Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP),COPE,10,35.7,34.482,308,0.0,62.882,113020000.0,2001;4857;4858;7244;8816;15230;16854;18769;19624;20588,7068;7069;7070;7071;7072;17104;17105;17106;17107;25535;30828;30829;30830;53907;53908;53909;59151;59152;59153;65527;65528;68280;71690;71691;71692;71693,7371
O14617,AP-3 complex subunit delta-1 (AP-3 complex subunit delta) (Adaptor-related protein complex 3 subunit delta-1) (Delta-adaptin),AP3D1 PRO0039,18,20.5,130.16,1153,0.0,85.389,69022000.0,1506;1507;1514;4258;5201;7420;11104;13808;15306;15977;16949;18074;18661;19776;20679;20892;29767;30973,5244;5245;5246;5247;5248;5249;5250;5273;5274;14878;14879;14880;18297;18298;18299;26028;38831;48886;54168;54169;56277;59467;63327;65200;68902;68903;68904;68905;72048;72049;72050;72718;103422;103423;107700,5468
O14618,Copper chaperone for superoxide dismutase (Superoxide dismutase copper chaperone),CCS,2,15.0,29.04,274,0.0,17.415,7957300.0,11106;24566,38833;38834;38835;84700,40362
O14641,Segment polarity protein dishevelled homolog DVL-2 (Dishevelled-2) (DSH homolog 2),DVL2,3,5.2,78.947,736,0.0,10.638,10260000.0,1146;3984;10338,3950;3951;13935;13936;13937;36088;36089,4118
O14647,Chromodomain-helicase-DNA-binding protein 2 (CHD-2) (EC 3.6.4.12) (ATP-dependent helicase CHD2),CHD2,2,1.0,211.34,1828,0.0063413,2.2722,3967300000.0,4582;14355,16237;50756;50757;50758;50759;50760,16912
O14653,Golgi SNAP receptor complex member 2 (27 kDa Golgi SNARE protein) (Membrin),GOSR2 GS27,2,9.9,24.775,212,0.0,5.1112,2911600.0,20002;30534,69618;69619;105997,73004
O14656,Torsin-1A (Dystonia 1 protein) (Torsin ATPase-1A) (EC 3.6.4.-) (Torsin family 1 member A),TOR1A DQ2 DYT1 TA TORA,2,8.4,37.808,332,0.00030248,4.021,42561000.0,4158;15482,14538;14539;54793;54794;54795,15123
O14672,Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c),ADAM10 KUZ MADM,2,4.1,84.141,748,0.0,7.0933,2796000.0,21999;26472,76518;91329,80124
O14737,Programmed cell death protein 5 (TF-1 cell apoptosis-related protein 19) (Protein TFAR19),PDCD5 TFAR19,9,59.2,14.285,125,0.0,20.727,85290000.0,2707;12180;16276;16439;19156;21491;29498;29499;29569,9551;9552;42803;42804;42805;42806;42807;42808;57239;57758;66666;74772;74773;74774;102464;102465;102466;102467;102468;102469;102470;102471;102710,9949
O14744,"Protein arginine N-methyltransferase 5 (PRMT5) (EC 2.1.1.320) (72 kDa ICln-binding protein) (Histone-arginine N-methyltransferase PRMT5) (Jak-binding protein 1) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog) (SKB1Hs) [Cleaved into: Protein arginine N-methyltransferase 5, N-terminally processed]",PRMT5 HRMT1L5 IBP72 JBP1 SKB1,16,33.9,72.683,637,0.0,121.55,326190000.0,170;171;3338;4338;5263;6075;6677;8282;11275;17593;19182;22177;23698;29285;30045;31293,554;555;556;557;558;11750;11751;11752;11753;11754;15156;15157;15158;15159;15160;18512;18513;18514;18515;18516;18517;18518;21526;21527;21528;21529;21530;21531;21532;23687;23688;23689;23690;23691;28951;39429;61694;66758;66759;77085;77086;77087;77088;77089;81671;101748;101749;101750;101751;101752;101753;101754;101755;101756;101757;101758;104464;104465;104466;108737;108738;108739;108740;108741;108742;108743,575
O14745,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1),NHERF1 NHERF SLC9A3R1,21,65.9,38.868,358,0.0,286.4,634720000.0,2099;5419;5526;5527;7878;11277;11315;14628;15353;18337;18338;18339;19542;19550;19551;22245;23026;23442;23553;25448;28646,7408;7409;7410;7411;7412;19194;19195;19196;19197;19198;19199;19611;19612;19613;19614;19615;19616;19617;19618;19619;27498;27499;27500;27501;27502;27503;39432;39433;39541;39542;39543;39544;39545;39546;39547;51853;51854;51855;51856;51857;51858;54339;54340;54341;54342;54343;54344;64104;64105;64106;64107;64108;64109;64110;64111;64112;64113;64114;67998;67999;68000;68001;68002;68003;68004;68005;68006;68022;68023;68024;68025;68026;68027;68028;68029;68030;68031;68032;68033;68034;68035;68036;77330;77331;77332;79707;80742;80743;80744;80745;81114;87611;87612;87613;87614;87615;87616;87617;87618;87619;87620;87621;99433;99434,7719
O14773,Tripeptidyl-peptidase 1 (TPP-1) (EC 3.4.14.9) (Cell growth-inhibiting gene 1 protein) (Lysosomal pepstatin-insensitive protease) (LPIC) (Tripeptidyl aminopeptidase) (Tripeptidyl-peptidase I) (TPP-I),TPP1 CLN2 GIG1 UNQ267/PRO304,8,21.7,61.247,563,0.0,47.045,41623000.0,2932;11066;13880;17179;19857;29201;29267;29876,10303;10304;10305;38687;49102;60119;60120;60121;69137;69138;69139;101431;101687;101688;103865,10746
O14776,Transcription elongation regulator 1 (TATA box-binding protein-associated factor 2S) (Transcription factor CA150),TCERG1 CA150 TAF2S,7,6.6,123.9,1098,0.0,17.463,34781000.0,5541;5890;7618;17216;17755;26594;30993,19658;20923;20924;20925;20926;20927;26635;26636;26637;60227;62206;91730;91731;91732;107750;107751,20439
O14787,Transportin-2 (Karyopherin beta-2b),TNPO2,3,8.6,101.39,897,0.0,14.586,7496400.0,4908;10001;17547;17925;18384;22780,17281;17282;17283;17284;34819;61562;62812;64287;78958,17980
O14802,DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (DNA-directed RNA polymerase III subunit A) (RNA polymerase III 155 kDa subunit) (RPC155) (RNA polymerase III subunit C160),POLR3A,6,5.5,155.64,1390,0.0,15.213,18028000.0,2113;6275;12935;14543;18329;18652,7446;7447;22219;45380;45381;45382;51527;64084;64085;65188,7755
O14818,Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7),PSMA7 HSPC,14,58.9,27.887,248,0.0,110.51,503470000.0,1380;1381;1649;3994;6690;11461;12864;13846;19472;19860;20919;21774;28087;31370,4815;4816;4817;4818;4819;4820;4821;4822;4823;5731;5732;5733;5734;5735;5736;5737;5738;5739;13982;13983;13984;13985;13986;13987;13988;13989;23730;40062;40063;40064;40065;45120;49009;49010;49011;49012;49013;49014;67767;67768;67769;67770;67771;67772;67773;67774;67775;67776;67777;67778;67779;67780;69151;69152;69153;69154;69155;69156;72809;75800;75801;75802;75803;75804;75805;75806;75807;75808;75809;97059;97060;109023;109024;109025;109026;109027,5021
O14828,Secretory carrier-associated membrane protein 3 (Secretory carrier membrane protein 3),SCAMP3 C1orf3 PROPIN1,4,23.1,38.287,347,0.0,29.942,14184000.0,2183;3621;21758;25655,7693;12701;75748;75749;88366;88367,8011
O14832,"Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)",PHYH PAHX,2,7.7,38.538,338,0.00029394,3.4523,4606600.0,8241;9993,28828;28829;28830;34792,29968
O14841,5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase),OPLAH,7,9.3,137.46,1288,0.0,34.324,20087000.0,4721;6059;10033;10507;11542;18197;26203,16716;21478;34980;36723;40346;40347;63724;63725;63726;90311,17404
O14893,Gem-associated protein 2 (Gemin-2) (Component of gems 2) (Survival of motor neuron protein-interacting protein 1) (SMN-interacting protein 1),GEMIN2 SIP1,4,21.4,31.585,280,0.0,12.367,19085000.0,18219;23798;25060;29398,63789;82008;86300;86301;102180;102181;102182,66919
O14925,Mitochondrial import inner membrane translocase subunit Tim23,TIMM23 TIM23,4,42.1,21.943,209,0.0,65.356,29165000.0,9687;20068;27243;31041,33748;33749;33750;69916;69917;69918;69919;69920;93693;93694;93695;107916;107917,35080
O14929,Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1),HAT1 KAT1,8,30.8,49.54,419,0.0,72.801,121630000.0,1050;18335;18993;22296;26125;27923;29567;31483,64099;64100;64101;64102;66204;66205;66206;77488;77489;77490;77491;77492;89995;89996;96512;96513;96514;96515;102696;102697;102698;102699;109396;109397;109398;109399;109400;109401,67246
O14936,Peripheral plasma membrane protein CASK (hCASK) (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase) (Protein lin-2 homolog),CASK LIN2,6,8.3,105.12,926,0.0,15.537,13144000.0,2124;3342;5150;6598;7864;9491,7502;7503;11758;18125;23397;27436;33054,7811
O14949,Cytochrome b-c1 complex subunit 8 (Complex III subunit 8) (Complex III subunit VIII) (Ubiquinol-cytochrome c reductase complex 9.5 kDa protein) (Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C),UQCRQ,4,39.0,9.9062,82,0.0,9.5948,52516000.0,11468;12642;15777;21297,40079;44364;44365;55646;55647;55648;55649;74068;74069;74070;74071;74072,41641
P19105,"Myosin regulatory light chain 12A (Epididymis secretory protein Li 24) (HEL-S-24) (MLC-2B) (Myosin RLC) (Myosin regulatory light chain 2, nonsarcomeric) (Myosin regulatory light chain MRLC3)",MYL12A MLCB MRLC3 RLC,7,55.6,19.794,171,0.0,37.17,137600000.0,2598;3610;5469;5612;9444;18434;20586,9124;9125;9126;9127;9128;9129;9130;12677;12678;12679;12680;12681;12682;12683;12684;19356;19357;19943;32886;32887;32888;32889;32890;64527;71688,9511
O14964,Hepatocyte growth factor-regulated tyrosine kinase substrate (Hrs) (Protein pp110),HGS HRS,5,6.9,86.191,777,0.0,11.285,23851000.0,1932;7621;15981;20652;28132,6787;26643;56286;71947;71948;71949;97234;97235;97236;97237,7079
O14965,Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (Breast tumor-amplified kinase) (Ipl1- and aurora-related kinase 1) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase Ayk1) (Serine/threonine-protein kinase aurora-A),AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6,2,6.9,45.823,403,0.0,8.3375,6217800.0,3889;19710,13619;68679;68680,14156
O14967,Calmegin,CLGN,3,9.7,70.038,610,0.0,26.628,3888700.0,8902;25877;26926,31087;89165;92777,32298
O14974,Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1) (Protein phosphatase myosin-binding subunit),PPP1R12A MBS MYPT1,6,6.7,115.28,1030,0.0,24.799,34107000.0,7939;14564;19797;21026;24581;30202,27725;51604;68950;73178;73179;84747;104920,28825
O14975,"Long-chain fatty acid transport protein 2 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Phytanate--CoA ligase) (EC 6.2.1.24) (Solute carrier family 27 member 2) (THCA-CoA ligase) (EC 6.2.1.7) (Very long-chain acyl-CoA synthetase) (VLACS) (VLCS) (EC 6.2.1.-) (Very long-chain-fatty-acid-CoA ligase)",SLC27A2 ACSVL1 FACVL1 FATP2 VLACS,5,13.7,70.311,620,0.0,31.78,8916300.0,3434;14988;20478;23963;27155,12089;53219;71316;82647;82648;93449,12583
O14976,Cyclin-G-associated kinase (EC 2.7.11.1),GAK,2,2.2,143.19,1311,0.0,6.5068,3082400.0,149;29497,460;102463,476
O14979,Heterogeneous nuclear ribonucleoprotein D-like (hnRNP D-like) (hnRNP DL) (AU-rich element RNA-binding factor) (JKT41-binding protein) (Protein laAUF1),HNRNPDL HNRPDL JKTBP,14,30.7,46.437,420,0.0,50.877,457760000.0,3100;3101;4412;6428;8307;10208;10244;12663;15028;20131;20132;21430;22700;28334;30791,10821;10822;10823;10824;15513;15514;15515;22815;29016;29017;29018;29019;29020;29021;35603;35604;35605;35606;35607;35608;35609;35610;35759;44423;53325;53326;53327;70108;70109;70110;74551;74552;74553;74554;78730;78731;78732;78733;78734;78735;78736;78737;78738;78739;98071;98072;98073;98074;98075;98076;106977;106978;106979,11276
O14980,Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog),XPO1 CRM1,31,36.7,123.38,1071,0.0,172.78,357460000.0,2727;3456;3498;4301;4966;6037;6402;6442;7352;7912;12682;14426;14794;16788;17286;17595;17780;18264;19913;19925;21631;22461;22549;23481;27101;27182;27183;28040;31063;31433;31467,9637;9638;9639;9640;12150;12281;15035;15036;15037;15038;15039;17477;17478;17479;17480;17481;17482;21408;21409;21410;21411;21412;22738;22844;25831;25832;25833;25834;27635;27636;27637;44487;51054;51055;51056;52498;52499;58938;58939;58940;60493;61698;61699;62297;62298;62299;62300;63911;63912;63913;69327;69328;69329;69330;69331;69332;69373;69374;75263;75264;75265;78069;78308;78309;80888;80889;80890;93310;93311;93312;93313;93314;93524;93525;93526;93527;93528;93529;93530;96909;96910;96911;96912;96913;107974;107975;107976;107977;107978;107979;109221;109222;109223;109224;109225;109337;109338;109339;109340,10037
O15027,Protein transport protein Sec16A (SEC16 homolog A) (p250),SEC16A KIAA0310 SEC16 SEC16L,2,1.3,251.89,2357,0.0,13.657,6579400.0,10841;18216,37889;37890;63786,39383
O15031,Plexin-B2 (MM1),PLXNB2 KIAA0315,5,4.6,205.12,1838,0.0,35.234,9730000.0,5465;5645;18874;24025;31457,19342;20074;20075;65826;65827;82792;109316,20112
O15042,U2 snRNP-associated SURP motif-containing protein (140 kDa Ser/Arg-rich domain protein) (U2-associated protein SR140),U2SURP KIAA0332 SR140,16,17.6,118.29,1029,0.0,55.409,50450000.0,497;5938;8633;8778;9251;10533;15852;17894;19869;21134;21347;22317;24449;24450;26456;30158,1736;1737;21081;21082;30213;30700;32248;32249;36809;36810;55924;62701;69185;69186;73518;74264;74265;74266;74267;77563;84301;84302;84303;84304;91257;91258;91259;104776;104777,1817
O15067,Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase) (Phosphoribosylformylglycineamide amidotransferase),PFAS KIAA0361,23,31.1,144.73,1338,0.0,207.61,149940000.0,960;1965;3150;3495;5606;7104;7797;8466;8724;9074;9964;10845;11162;11401;11770;12666;14685;15894;17398;18429;19095;20466;21362,3294;3295;3296;3297;6907;10989;12270;12271;12272;12273;12274;12275;12276;12277;19925;19926;19927;25105;25106;25107;25108;27197;27198;27199;29580;29581;29582;29583;29584;29585;29586;29587;30483;31643;34712;37911;39048;39049;39843;39844;39845;41211;41212;41213;41214;44428;52067;56049;60977;64509;66490;66491;71282;74312;74313;74314,3420
O15084,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (PP6-ARS-A) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A) (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K) (PITK),ANKRD28 KIAA0379,3,5.0,112.96,1053,0.0,9.4029,5102000.0,4071;9843;21128,14254;34278;73500,14818
O15091,Mitochondrial ribonuclease P catalytic subunit (EC 3.1.26.5) (Mitochondrial ribonuclease P protein 3) (Mitochondrial RNase P protein 3) (Protein only RNase P catalytic subunit),PRORP KIAA0391 MRPP3,9,15.3,67.315,583,0.0,26.53,44424000.0,3885;5140;5141;7731;15000;22961;24142;26397;30226,13611;13612;18080;18081;18082;18083;26966;26967;26968;26969;53238;79518;83238;83239;91018;91019;104975,14147
O15118,NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein),NPC1,3,2.7,142.17,1278,0.0,5.6072,3057100.0,4538;5100;9055,16015;17942;31587,16682
O15127,Secretory carrier-associated membrane protein 2 (Secretory carrier membrane protein 2),SCAMP2,4,14.3,36.648,329,0.0,26.787,32204000.0,288;7081;7577;26196,929;930;931;932;25016;25017;25018;25019;25020;26542;90283;90284;90285,967
O15143,Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC),ARPC1B ARC41,11,42.7,40.949,372,0.0,89.674,144890000.0,2400;2926;6439;8057;14728;21546;24502;25423;27007;27837;30119,8416;8417;8418;8419;8420;8421;8422;22831;22832;22833;22834;22835;28175;28176;52262;74981;74982;74983;74984;74985;84447;84448;87549;87550;87551;87552;87553;93041;93042;93043;93044;96124;104682,8783
