Protein IDs,Protein names,Gene Names,LNCaP/RWPE-1 normalized median-scaling 1st,LNCaP/RWPE-1 normalized median-scaling 2nd,LNCaP/RWPE-1 normalized median-scaling 3rd,Best MS/MS
O75223,Gamma-glutamylcyclotransferase (EC 4.3.2.9) (Cytochrome c-releasing factor 21),GGCT C7orf24 CRF21,2.286656819,2.270567167,2.100394477,13923
O75306,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)",NDUFS2,1.995864106,2.178924094,2.026232742,24146
O75340,Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2),PDCD6 ALG2,1.201871,1.15874461,1.1765286,12499
O75347,Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA),TBCA,1.25544067,1.296309265,1.316765286,7722
O75348,V-type proton ATPase subunit G 1 (V-ATPase subunit G 1) (V-ATPase 13 kDa subunit 1) (Vacuolar proton pump subunit G 1) (Vacuolar proton pump subunit M16),ATP6V1G1 ATP6G ATP6G1 ATP6J,1.087444609,1.237481616,1.088362919,28813
O75351,Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Cell migration-inducing gene 1 protein) (Suppressor of K(+) transport growth defect 1) (Protein SKD1),VPS4B SKD1 VPS42 MIG1,0.424155588,0.590487529,0.401715976,6886
O75352,Mannose-P-dolichol utilization defect 1 protein (Suppressor of Lec15 and Lec35 glycosylation mutation homolog) (SL15),MPDU1,1.261939931,1.246986083,1.345857988,1198
O75367,Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205),MACROH2A1 H2AFY,1.15342196,1.137434594,1.136193294,3208
O75369,Filamin-B (FLN-B) (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1) (Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein) (Truncated ABP),FLNB FLN1L FLN3 TABP TAP,0.138956179,0.144337839,0.145404339,1712
O75390,"Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)",CS,1.911078287,1.953518154,1.956114398,2403
O75396,Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1),SEC22B SEC22L1,1.764451009,1.816053545,1.581163708,52950
O75400,Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6),PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225,0.809246677,0.864986544,0.938382643,79670
O75436,Vacuolar protein sorting-associated protein 26A (Vesicle protein sorting 26A) (hVPS26),VPS26A VPS26,0.79282127,0.86644723,0.787968442,77702
O75439,Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP) (P-52),PMPCB MPPB,1.067454456,0.995667964,1.074654832,32826
O75475,PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52),PSIP1 DFS70 LEDGF PSIP2,0.495765633,0.791562034,1.164299803,44277
O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)",NDUFS3,2.15745938,2.350004502,2.139546351,44964
O75494,"Serine/arginine-rich splicing factor 10 (40 kDa SR-repressor protein) (SRrp40) (FUS-interacting serine-arginine-rich protein 1) (Splicing factor SRp38) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)",SRSF10 FUSIP1 FUSIP2 SFRS13A TASR,1.014771049,1.052194531,0.958372781,39415
O75521,"Enoyl-CoA delta isomerase 2 (EC 5.3.3.8) (DRS-1) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Diazepam-binding inhibitor-related protein 1) (DBI-related protein 1) (Dodecenoyl-CoA isomerase) (Hepatocellular carcinoma-associated antigen 88) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI) (Renal carcinoma antigen NY-REN-1)",ECI2 DRS1 HCA88 PECI,2.943574594,3.035126509,2.918047337,30102
O75531,"Barrier-to-autointegration factor (Breakpoint cluster region protein 1) [Cleaved into: Barrier-to-autointegration factor, N-terminally processed]",BANF1 BAF BCRG1,0.825209257,0.723099857,0.730187377,36498
O75533,Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155),SF3B1 SAP155,1.026292467,1.03108461,1.079783037,1686
O75534,Cold shock domain-containing protein E1 (N-ras upstream gene protein) (Protein UNR),CSDE1 D1S155E KIAA0885 NRU UNR,1.267355982,1.392654548,1.275936884,31002
O75607,Nucleoplasmin-3,NPM3,1.161890694,1.300811381,1.161143984,1729
O75608,Acyl-protein thioesterase 1 (APT-1) (hAPT1) (EC 3.1.2.-) (Lysophospholipase 1) (Lysophospholipase I) (LPL-I) (LysoPLA I) (Palmitoyl-protein hydrolase) (EC 3.1.2.22),LYPLA1 APT1 LPL1,1.136090596,1.170049923,1.148619329,18532
O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD),SNRNP200 ASCC3L1 HELIC2 KIAA0788,0.971915313,0.946935059,0.948126233,2297
O75663,TIP41-like protein (Putative MAPK-activating protein PM10) (Type 2A-interacting protein) (TIP),TIPRL,1.035844412,0.944113733,0.870956607,43981
O75694,Nuclear pore complex protein Nup155 (155 kDa nucleoporin) (Nucleoporin Nup155),NUP155 KIAA0791,1.116198917,1.017478215,1.08974359,55081
O75746,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial (Araceli hiperlarga) (Aralar) (Aralar1) (Mitochondrial aspartate glutamate carrier 1) (Solute carrier family 25 member 12)",SLC25A12 AGC1 ARALAR1,0.882058099,0.850949946,0.875138067,12309
O75792,Ribonuclease H2 subunit A (RNase H2 subunit A) (EC 3.1.26.4) (Aicardi-Goutieres syndrome 4 protein) (AGS4) (RNase H(35)) (Ribonuclease HI large subunit) (RNase HI large subunit) (Ribonuclease HI subunit A),RNASEH2A RNASEHI RNHIA,1.049926145,0.219823317,0.984053254,5078
O75821,Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44),EIF3G EIF3S4,0.93080256,0.916970976,0.944151874,70107
O75822,Eukaryotic translation initiation factor 3 subunit J (eIF3j) (Eukaryotic translation initiation factor 3 subunit 1) (eIF-3-alpha) (eIF3 p35),EIF3J EIF3S1 PRO0391,0.734081733,0.700119056,0.710857988,50
O75832,26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK)),PSMD10,1.976070901,2.115494282,2.066272189,29080
O75843,AP-1 complex subunit gamma-like 2 (Gamma2-adaptin) (G2ad),AP1G2,1.281437715,1.21517113,1.216469428,5126
O75844,CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog),ZMPSTE24 FACE1 STE24,0.879921221,0.969215531,0.844891519,48360
O75874,Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (IDH1) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDPc) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase),IDH1 PICD,2.288232398,2.267665803,2.305719921,29950
O75915,PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Cytoskeleton-related vitamin A-responsive protein) (Dermal papilla-derived protein 11) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (JM5) (Prenylated Rab acceptor protein 2) (Protein JWa) (Putative MAPK-activating protein PM27),ARL6IP5 DERP11 JWA PRA2 PRAF3 HSPC127,1.367109798,1.392154313,1.378402367,35520
O75934,Pre-mRNA-splicing factor SPF27 (Breast carcinoma-amplified sequence 2) (DNA amplified in mammary carcinoma 1 protein) (Spliceosome-associated protein SPF 27),BCAS2 DAM1,0.795105859,0.869208528,0.782317554,65548
O75935,Dynactin subunit 3 (Dynactin complex subunit 22 kDa subunit) (p22),DCTN3 DCTN22,0.923357952,0.787420087,0.727662722,12163
O75937,DnaJ homolog subfamily C member 8 (Splicing protein spf31),DNAJC8 SPF31 HSPC315 HSPC331,0.868862629,1.032285174,1.130571992,3345
O75947,"ATP synthase subunit d, mitochondrial (ATPase subunit d) (ATP synthase peripheral stalk subunit d)",ATP5PD ATP5H My032,1.678680453,1.916900943,2.008086785,12193
O75955,Flotillin-1,FLOT1,1.030526834,0.990095345,1.175739645,26535
O75964,"ATP synthase subunit g, mitochondrial (ATPase subunit g) (ATP synthase membrane subunit g)",ATP5MG ATP5L,1.763564746,1.764029094,1.843885602,170615
O76003,Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2),GLRX3 PICOT TXNL2 HUSSY-22,0.563200394,0.616389703,0.587120316,36380
O76021,Ribosomal L1 domain-containing protein 1 (CATX-11) (Cellular senescence-inhibited gene protein) (Protein PBK1),RSL1D1 CATX11 CSIG PBK1 L12,1.081437715,1.099716867,1.066370809,30910
O76031,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",CLPX,1.663417036,1.812151711,1.462327416,26511
O76094,Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein),SRP72,0.855096012,0.942693066,1.02199211,13894
O94760,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)",DDAH1 DDAH,2.582570162,2.339499565,3.376035503,11981
O94826,Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70),TOMM70 KIAA0719 TOM70 TOMM70A,1.857804037,1.643772573,1.498619329,504
O94874,E3 UFM1-protein ligase 1 (EC 2.3.2.-) (E3 UFM1-protein transferase 1) (Multiple alpha-helix protein located at ER) (Novel LZAP-binding protein) (Regulator of C53/LZAP and DDRGK1),UFL1 KIAA0776 MAXER NLBP RCAD,1.816937469,1.497904015,1.70887574,5121
O94905,Erlin-2 (Endoplasmic reticulum lipid raft-associated protein 2) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2) (SPFH domain-containing protein 2),ERLIN2 C8orf2 SPFH2 UNQ2441/PRO5003/PRO9924,1.452880355,1.806248937,1.318244576,148409
O94906,Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein),PRPF6 C20orf14,0.9013097,0.905515592,0.853076923,1267
O94919,Endonuclease domain-containing 1 protein (EC 3.1.30.-),ENDOD1 KIAA0830,3.255342196,3.455424049,3.255621302,20886
O94925,"Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2) (K-glutaminase) (L-glutamine amidohydrolase) [Cleaved into: Glutaminase kidney isoform, mitochondrial 68 kDa chain; Glutaminase kidney isoform, mitochondrial 65 kDa chain]",GLS GLS1 KIAA0838,0.993993107,0.965903975,0.878579882,45985
O94973,AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Huntingtin yeast partner J) (Huntingtin-interacting protein 9) (HIP-9) (Huntingtin-interacting protein J) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit),AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899,0.856819301,0.898422258,1.006607495,4897
O94979,Protein transport protein Sec31A (ABP125) (ABP130) (SEC31-like protein 1) (SEC31-related protein A) (Web1-like protein),SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334,1.233284097,1.192860645,1.237869822,25524
O94992,Protein HEXIM1 (Cardiac lineage protein 1) (Estrogen down-regulated gene 1 protein) (Hexamethylene bis-acetamide-inducible protein 1) (Menage a quatre protein 1),HEXIM1 CLP1 EDG1 HIS1 MAQ1,1.517282127,1.521515112,1.344970414,8998
O95159,Zinc finger protein-like 1 (Zinc finger protein MCG4),ZFPL1,0.982491384,1.114023591,1.124457594,184172
O95197,Reticulon-3 (Homolog of ASY protein) (HAP) (Neuroendocrine-specific protein-like 2) (NSP-like protein 2) (Neuroendocrine-specific protein-like II) (NSP-like protein II) (NSPLII),RTN3 ASYIP NSPL2,2.338158543,2.353606195,2.344871795,9151
O95202,Mitochondrial proton/calcium exchanger protein (Leucine zipper-EF-hand-containing transmembrane protein 1),LETM1,1.565632693,1.532120096,1.511932939,5253
O95218,"Zinc finger Ran-binding domain-containing protein 2 (Zinc finger protein 265) (Zinc finger, splicing)",ZRANB2 ZIS ZNF265,0.757725258,0.781077106,0.839299803,72469
O95232,Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein) (Luc7A) (Okadaic acid-inducible phosphoprotein OA48-18) (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1),LUC7L3 CREAP1 CROP O48,1.014869522,1.047692415,1.08964497,147890
O95292,Vesicle-associated membrane protein-associated protein B/C (VAMP-B/VAMP-C) (VAMP-associated protein B/C) (VAP-B/VAP-C),VAPB UNQ484/PRO983,0.846292467,0.726951667,0.820956607,38803
O95299,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (Complex I-42kD) (CI-42kD) (NADH-ubiquinone oxidoreductase 42 kDa subunit)",NDUFA10,2.731265387,2.506478045,2.672386588,169078
O95336,6-phosphogluconolactonase (6PGL) (EC 3.1.1.31),PGLS,0.536592811,0.490940742,0.504378698,81789
O95347,Structural maintenance of chromosomes protein 2 (SMC protein 2) (SMC-2) (Chromosome-associated protein E) (hCAP-E) (XCAP-E homolog),SMC2 CAPE SMC2L1 PRO0324,0.496563269,0.454843777,0.444881657,17367
O95373,Importin-7 (Imp7) (Ran-binding protein 7) (RanBP7),IPO7 RANBP7,0.616907927,0.593348874,0.601883629,4997
O95394,Phosphoacetylglucosamine mutase (PAGM) (EC 5.4.2.3) (Acetylglucosamine phosphomutase) (N-acetylglucosamine-phosphate mutase) (Phosphoglucomutase-3) (PGM 3),PGM3 AGM1,0.93263417,0.718997929,0.739151874,11391
O95433,Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38),AHSA1 C14orf3 HSPC322,1.4605613,1.302712275,1.271499014,5086
O95456,Proteasome assembly chaperone 1 (PAC-1) (Chromosome 21 leucine-rich protein) (C21-LRP) (Down syndrome critical region protein 2),PSMG1 C21LRP DSCR2 PAC1,0.768645987,0.753984373,0.822850099,3585
O95486,Protein transport protein Sec24A (SEC24-related protein A),SEC24A,1.27267356,1.323221914,1.344280079,40611
O95571,"Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)",ETHE1 HSCO,0.468902019,0.413554371,0.474714004,28777
O95573,Fatty acid CoA ligase Acsl3 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 3) (LACS 3) (Long-chain-fatty-acid--CoA ligase 3) (EC 6.2.1.3) (Medium-chain acyl-CoA ligase Acsl3) (EC 6.2.1.2),ACSL3 ACS3 FACL3 LACS3,0.697410143,0.672125899,0.706706114,5739
O95716,Ras-related protein Rab-3D,RAB3D GOV RAB16,1.170064008,1.211269297,1.155029586,27262
O95747,Serine/threonine-protein kinase OSR1 (EC 2.7.11.1) (Oxidative stress-responsive 1 protein),OXSR1 KIAA1101 OSR1,0.818424421,0.856412514,0.75229783,38479
O95777,U6 snRNA-associated Sm-like protein LSm8,LSM8,1.190152634,1.212970096,1.175936884,9103
O95782,AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit),AP2A1 ADTAA CLAPA1,0.647277203,0.602183026,0.66418146,1114
O95831,"Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)",AIFM1 AIF PDCD8,1.970851797,2.007843687,2.140532544,2518
O95861,"3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (Bisphosphate 3'-nucleotidase 1) (PAP-inositol 1,4-phosphatase) (PIP)",BPNT1,1.670014771,1.713705442,1.72504931,13546
O95864,Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2),FADS2,0.570546529,0.506498054,0.566193294,10399
O95881,Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Endoplasmic reticulum resident protein 18) (ER protein 18) (ERp18) (Endoplasmic reticulum resident protein 19) (ER protein 19) (ERp19) (Thioredoxin-like protein p19) (hTLP19),TXNDC12 TLP19 UNQ713/PRO1376,1.149187592,0.584564745,0.92642998,65571
O95994,Anterior gradient protein 2 homolog (AG-2) (hAG-2) (HPC8) (Secreted cement gland protein XAG-2 homolog),AGR2 AG2 UNQ515/PRO1030,1.188380108,0.929246746,0.881893491,134297
O96000,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit),NDUFB10,2.599409158,2.560903625,2.643195266,10030
O96008,Mitochondrial import receptor subunit TOM40 homolog (Protein Haymaker) (Translocase of outer membrane 40 kDa subunit homolog) (p38.5),TOMM40 C19orf1 PEREC1 TOM40,0.729364845,1.55483077,0.946814596,80229
O96019,Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A) (BAF53A) (INO80 complex subunit K),ACTL6A BAF53 BAF53A INO80K,0.855125554,0.897922023,0.865532544,42269
P00167,Cytochrome b5 (Microsomal cytochrome b5 type A) (MCB5),CYB5A CYB5,4.173018218,4.038998329,3.938362919,9291
P00338,L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59),LDHA PIG19,0.536809453,0.559993197,0.553481262,30772
P00367,"Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3)",GLUD1 GLUD,1.430132939,1.446179704,1.383037475,15915
P00387,NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1),CYB5R3 DIA1,0.588488429,0.680880014,0.565877712,14715
P00390,"Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)",GSR GLUR GRD1,2.268833087,2.115394235,2.163017751,5657
P00403,Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II),MT-CO2 COII COX2 COXII MTCO2,2.441161989,2.280171681,2.331558185,150155
P00441,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1),SOD1,1.746627277,1.710603984,1.795857988,46148
P00491,Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase),PNP NP,0.854101428,0.906215921,0.887800789,46463
P00505,"Aspartate aminotransferase, mitochondrial (mAspAT) (EC 2.6.1.1) (EC 2.6.1.7) (Fatty acid-binding protein) (FABP-1) (Glutamate oxaloacetate transaminase 2) (Kynurenine aminotransferase 4) (Kynurenine aminotransferase IV) (Kynurenine--oxoglutarate transaminase 4) (Kynurenine--oxoglutarate transaminase IV) (Plasma membrane-associated fatty acid-binding protein) (FABPpm) (Transaminase A)",GOT2 KYAT4,1.740226489,1.736916351,1.712228797,27140
P00558,Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2),PGK1 PGKA MIG10 OK/SW-cl.110,1.007680945,1.003171491,1.03678501,4598
P00568,Adenylate kinase isoenzyme 1 (AK 1) (EC 2.7.4.3) (EC 2.7.4.6) (ATP-AMP transphosphorylase 1) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) (Myokinase),AK1,0.645672083,0.656878733,0.740897436,30282
P00966,Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase),ASS1 ASS,1.037321516,1.187658199,1.017455621,24640
P02545,Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)],LMNA LMN1,0.209483013,0.203455624,0.206193294,4418
P02751,Fibronectin (FN) (Cold-insoluble globulin) (CIG) [Cleaved into: Anastellin; Ugl-Y1; Ugl-Y2; Ugl-Y3],FN1 FN,0.59244707,0.699898953,0.582051282,52834
P02786,"Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (T9) (p90) (CD antigen CD71) [Cleaved into: Transferrin receptor protein 1, serum form (sTfR)]",TFRC,0.880039389,0.893059738,0.844763314,477
